MARCHE,CLT AGE,PROFESSION,CLT PUB/PRIV,NATIONALITE,RES,CLT CATEGORIE,PTF,TYPE PTF,SEGMENT,SOUS_SEG,CLT REV MENS NET,MMM,VOLUME DES REVENUS,CREDIT CONSO,CREDIT IMMO,ENC DEBIT,PD,TOT DES CREDITS,CLASSE DE RISQUE,PRIME_ASSURANCE
TRE,44,Techniciens (autres),PRIVE,TUNISIA,SAUDI ARABIA,7150,3649,PRINCIPAL,TRE,1 TRE - HG,8000,6629.951,189.305294,0,56566.066,0,0.03,56566.066,0,763.641891
PART,52,Ouvriers dans autres secteurs,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1254,1174.281,267.404,0,44666.955,-173.272,0.03,44493.683,0,600.6647205
PART,47,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1462,915.667,317.228,0,48947.704,0,0.03,48947.704,0,660.794004
PART,59,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1091,767.96,0,0,35150.152,-1196.241,0.03,33953.911,0,458.3777985
PART,48,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4217,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1778,1993.594,188.801,682.082,28453.835,-1861.076,0.03,27274.841,0,368.2103535
PRO,46,Pharmaciens,N_D,TUNISIA,TUNISIA,6000,4024,PRINCIPAL,HAUT DE GAMME,3 PL,6378,104374.223,341152.3954,0,110024.795,-72370.628,0.03,37654.167,0,508.3312545
PART,46,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1847,3667.321,2176.974,0,5955.199,0,0.03,5955.199,0,80.3951865
PART,51,"Secr√©taires, op√©rateurs de traitement de texte et assimil√©s",PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,958,1551.006,0,0,28024.023,-222.914,0.03,27801.109,0,375.3149715
PART,43,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4589,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2068,4057.318,17.423,0,153088.081,-2667.345,0.03,150420.736,0,2030.679936
PART,49,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4482,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1029,733.392,0,446.337,16617.904,-3722.923,0.03,13341.318,0,180.107793
PART,50,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2006,1891.643,75.837,8062.436,38056.476,-2450.588,0.03,43668.324,0,589.522374
PART,64,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4217,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1569,1859.701,527.409,6167.889,8252.747,-1301.096,0.03,13119.54,0,177.11379
PART,48,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2005,2155.018,75.81,4878.21,71100.141,-1092.629,0.03,74885.722,0,1010.957247
PART,62,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,935,831.254,0,0,9980.509,-721.174,0.03,9259.335,0,125.0010225
PART,43,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6333,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1895,2903.013,51.859,12612.071,48861.811,-3586.132,0.03,57887.75,0,781.484625
PART,41,Cadres sup√©rieurs dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1600,2820.475,1174.91,0,6794.696,-765.76,0.03,6028.936,0,81.390636
PART,46,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1110,873.618,13.683,3804.308,11852.571,-1734.441,0.03,13922.438,0,187.952913
PART,42,Menuisiers,PRIVE,TUNISIA,TUNISIA,7000,6164,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1077,1491.127,926.625,4519.9,8516.796,0,0.03,13036.696,0,175.995396
PRO,54,M√©decins g√©n√©ralistes,N_D,TUNISIA,TUNISIA,7000,4444,PRINCIPAL,HAUT DE GAMME,3 PL,2300,17865.187,24024.471,0,72931.691,0,0.03,72931.691,0,984.5778285
PART,55,Cadres moyens dans l'administration publique,N_D,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,,5767.866,1175.809,0,5795.386,0,0.03,5795.386,0,78.237711
PART,59,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4575,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1505,1457.279,0,0,46039.838,-2840.751,0.03,43199.087,0,583.1876745
PART,48,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1312,1523.256,0,0,55801.328,-10.545,0.03,55790.783,0,753.1755705
PART,38,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2173,2579.224,171.915,13639.607,35935.841,0,0.03,49575.448,0,669.268548
PART,50,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,6164,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,830,1097.639,2257.926,5000,26531.415,0,0.03,31531.415,0,425.6741025
PRO,39,P√™cheurs,PRIVE,TUNISIA,TUNISIA,7000,3893,AUX,GRAND PUBLIC,3 GP - PRO,2700,1738.696,343.867,2648.702,11325.008,-5670.072,0.03,8303.638,0,112.099113
PART,46,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2106,3301.674,1526.743,3947.36,65850.742,0,0.03,69798.102,0,942.274377
PART,52,Cadres sup√©rieurs dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2825,3562.871,795.323,11231.989,49682.252,-212.024,0.03,60702.217,0,819.4799295
PART,42,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,4217,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2709,3135.85,110.4,18572.614,41738.218,-3383.528,0.03,56927.304,0,768.518604
PART,47,Techniciens (autres),PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1683,1597.615,2150.717,0,73190.198,-1505.366,0.03,71684.832,0,967.745232
PART,56,Techniciens (autres),N_D,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,,7673.521,30126.86,27125.124,117893.741,-4189.58,0.03,140829.285,0,1901.195348
PART,41,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2053,1803.272,96.866,17665.096,36971.163,-2116.642,0.03,52519.617,0,709.0148295
PART,69,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1270,1600.293,0,0,17095.602,-1116.09,0.03,15979.512,0,215.723412
PART,40,"Agents d'accueil, de s√©curit√© et de nettoyage",PUBLIC,TUNISIA,TUNISIA,7000,4194,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1013,821.655,2373.152,0,34914.369,0,0.03,34914.369,0,471.3439815
PART,46,"Secr√©taires, op√©rateurs de traitement de texte et assimil√©s",PRIVE,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,500,793.681,0,0,16099.699,-363.433,0.03,15736.266,0,212.439591
PART,59,Retrait√©s,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2421,4317.223,339.903,6553.769,26879.527,-2487.959,0.03,30945.337,0,417.7620495
PART,59,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1557,7334.217,3147.596,0,4726.964,-1597.379,0.03,3129.585,0,42.2493975
PRO,51,Pharmaciens,PUBLIC,TUNISIA,TUNISIA,6000,4024,PRINCIPAL,HAUT DE GAMME,3 PL,5000,128101.248,355647.3195,1572.987,64986.629,-50050.975,0.03,16508.641,0,222.8666535
PART,59,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1680,1784.651,74.971,3601.546,55019.58,-2395.693,0.03,56225.433,0,759.0433455
PART,41,Cadres moyens dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,4217,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2371,2545.836,0,22140.134,47533.256,-170.092,0.03,69503.298,0,938.294523
PART,59,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2143,2567.52,0,0,105812.289,-2266.836,0.03,103545.453,0,1397.863616
PART,41,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1394,4144.909,72643.09729,0,12823.566,0,0.03,12823.566,0,173.118141
PART,50,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1669,1920.387,17.883,700.578,58620.267,-1142.782,0.03,58178.063,0,785.4038505
PART,39,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5595,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2200,1708.333,0,10122.673,26074.099,-784.631,0.03,35412.141,0,478.0639035
PART,71,Hauts fonctionnaires de l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1380,1468.25,0,1055.471,2015.729,-2405.352,0.03,665.848,0,8.988948
PART,44,Ing√©nieurs,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,9264,11609.566,7223.423,56865.56,364492.092,-8529.993,0.03,412827.659,0,5573.173397
PART,45,Ouvriers dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,4194,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1772,1495.716,305.601,0,12443.459,0,0.03,12443.459,0,167.9866965
PART,42,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,3202,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1948,9110.079,18920.731,0,6038.935,-4695.504,0.03,1343.431,0,18.1363185
PART,49,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2032,1835.075,0,15808.004,21014.023,-2314.649,0.03,34507.378,0,465.849603
PART,50,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1048,941.417,0,0,27867.181,-1574.755,0.03,26292.426,0,354.947751
PART,46,Ouvriers dans autres secteurs,PRIVE,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,673,1373.956,4525.022,0,4958.561,0,0.03,4958.561,0,66.9405735
PART,46,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1488,1179.443,26.884,0,50580.154,-1231.892,0.03,49348.262,0,666.201537
PART,63,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,4482,AUX,GRAND PUBLIC,1 GP - ACTIFS,480,492.815,1677.596,0,11571.907,0,0.03,11571.907,0,156.2207445
PART,46,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4217,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1851,2084.083,712.106,0,82157.304,-2635.537,0.03,79521.767,0,1073.543855
PART,57,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2099,3225.094,2074.375,5487.555,23312.635,0,0.03,28800.19,0,388.802565
PART,41,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1170,1849.812,3.094,0,35706.069,0,0.03,35706.069,0,482.0319315
PART,38,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1310,1987.47,47.313,0,48105.134,-22.094,0.03,48083.04,0,649.12104
PART,54,Ouvriers dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,4194,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,800,1945.467,822.016,0,15806.206,0,0.03,15806.206,0,213.383781
PART,38,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1100,1677.305,3922.738,0,70299.64,-540.618,0.03,69759.022,0,941.746797
PART,57,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2289,1659.079,8934.616,0,70000,0,0.03,70000,0,945
PART,42,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3284,4742.095,0,25351.766,74525.904,-1156.884,0.03,98720.786,0,1332.730611
PART,43,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1878,1931.097,17.65,8868.676,23667.149,-134.433,0.03,32401.392,0,437.418792
PART,51,"Secr√©taires, op√©rateurs de traitement de texte et assimil√©s",PRIVE,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1330,1933.928,1782.944,0,60527.158,-2216.609,0.03,58310.549,0,787.1924115
PART,42,Techniciens de laboratoire,PRIVE,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1892,1969.297,5984.483,4049.751,36073.661,0,0.03,40123.412,0,541.666062
PART,46,Cadres moyens dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,1500,7079.844,17409.359,0,44651.531,-961.147,0.03,43690.384,0,589.820184
PART,41,Cadres moyens dans l'administration publique,PRIVE,TUNISIA,TUNISIA,7000,4317,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2043,3646.163,12538.025,5000,67656.457,0,0.03,72656.457,0,980.8621695
PART,57,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1477,1507.193,0,0,57895.027,-467.462,0.03,57427.565,0,775.2721275
PART,38,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1752,2198.793,75.609,0,62511.946,-1592.399,0.03,60919.547,0,822.4138845
PART,58,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4194,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1567,1952.157,0,2116.171,39976.717,-264.804,0.03,41828.084,0,564.679134
PRO,56,Conseillers et consultants,N_D,TUNISIA,TUNISIA,6000,4024,PRINCIPAL,HAUT DE GAMME,3 PL,4000,6428.675,929.749,19650.621,90483.861,-5828.039,0.03,104306.443,0,1408.136981
PART,59,Hauts fonctionnaires de l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,,2909.136,11316.14,0,46391.146,0,0.03,46391.146,0,626.280471
PART,49,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,3444,3197.342,5197.355,0,146067.765,-3260.609,0.03,142807.156,0,1927.896606
PART,45,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,3505,3948.277,179.058,0,126424.575,-3538.546,0.03,122886.029,0,1658.961392
PART,51,M√©decins de la fonction publique et assimil√©s,PUBLIC,TUNISIA,TUNISIA,7000,4209,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3909,3645.292,0,0,174944.065,-5552.098,0.03,169391.967,0,2286.791555
PART,43,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2800,4786.417,0,0,81197.232,-2427.032,0.03,78770.2,0,1063.3977
PART,45,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,3649,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1500,4278.868,23688.245,0,22950.624,0,0.03,22950.624,0,309.833424
PART,50,Ouvriers dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,6164,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1000,1305.989,0,0,33249.291,-56.294,0.03,33192.997,0,448.1054595
PART,46,Cadres sup√©rieurs des services administratifs et financiers,PRIVE,TUNISIA,TUNISIA,7000,5595,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2100,3165.232,3492.919,2125.633,19945.034,0,0.03,22070.667,0,297.9540045
PART,51,Retrait√©s,N_D,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,,20994.277,14522.151,11715.156,26047.343,0,0.03,37762.499,0,509.7937365
PART,48,Directeurs d'entreprises,N_D,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,,924.725,423.256,0,20781.261,0,0.03,20781.261,0,280.5470235
PART,41,Electriciens,PRIVE,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1800,2071.667,3607.548,0,56569.035,0,0.03,56569.035,0,763.6819725
PART,42,Ouvriers dans autres secteurs,PRIVE,TUNISIA,TUNISIA,7000,5700,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,5947,6222.302,0,24372.473,95746.041,-6274.552,0.03,113843.962,0,1536.893487
PRO,43,Plombiers,N_D,TUNISIA,TUNISIA,6000,6162,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,2000,5411.538,0,0,114363.005,-1957.698,0.03,112405.307,0,1517.471645
PRO,57,Commer√ßants dans l'habillement et la chaussure,N_D,TUNISIA,TUNISIA,7000,,NConq,CLASSE MOYENNE,3 CM - PRO,,36779.839,19630.431,19415.857,42464.588,0,0.03,61880.445,0,835.3860075
PART,54,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2258,2087.182,9453.158,24675.021,5553.957,0,0.03,30228.978,0,408.091203
PART,40,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2533,5916.903,34711.95,11059.367,28257.229,0,0.03,39316.596,0,530.774046
TRE,37,Techniciens (autres),PRIVE,TUNISIA,SAUDI ARABIA,7150,3649,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,7000,16661.9467,42212.63775,10128.883,188723.466,-6076.577,0.03,192775.772,0,2602.472922
PART,42,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,8000,18652.761,129527.391,96467.298,237334.16,0,0.03,333801.458,0,4506.319683
PART,37,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,3878,4519.373,0,25442.698,176890.058,-5019.637,0.03,197313.119,0,2663.727107
PRO,36,M√©decins dentistes,PUBLIC,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,HAUT DE GAMME,3 PL,,2596.978,32684.3,0,96992.509,0,0.03,96992.509,0,1309.398872
PART,40,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1811,4370.593,16.958,11755.056,12593.088,-34.961,0.03,24313.183,0,328.2279705
PRO,45,Commer√ßants (autres),PRIVE,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,5000,18529.147,4785.523,30278.67,23390.013,-485.635,0.03,53183.048,0,717.971148
