MARCHE,CLT AGE,PROFESSION,CLT PUB/PRIV,NATIONALITE,RES,CLT CATEGORIE,PTF,TYPE PTF,SEGMENT,SOUS_SEG,CLT REV MENS NET,MMM,VOLUME DES REVENUS,CREDIT CONSO,CREDIT IMMO,ENC DEBIT,PD,TOT DES CREDITS,CLASSE DE RISQUE,PRIME_ASSURANCE
PART,38,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1940.59,1411.472,19.803,3313.081,13237.774,49238.05,0.95,14940.706,1,0
PART,46,Cadres sup√©rieurs dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,6150,8707.044,0,43269.066,56516.64,-1811.073,0.03,97974.633,0,1322.657546
TRE,59,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TURKEY,7150,3639,PRINCIPAL,TRE,1 TRE - HG,20400,4560.618,0,0,143773.246,-4089.311,0.03,139683.935,0,1885.733123
PRO,38,Commer√ßants dans l'habillement et la chaussure,N_D,TUNISIA,TUNISIA,6000,5760,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,5000,13048.646,7763.686,0,40643.199,-123.885,0.03,40519.314,0,547.010739
PART,37,Ing√©nieurs,PRIVE,TUNISIA,TUNISIA,7000,3202,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2350,8244.714,20970.295,0,96628.577,0,0.03,96628.577,0,1304.48579
PART,34,Forces Arm√©es,PUBLIC,TUNISIA,TUNISIA,7000,5699,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1024,1652.751,16.862,2327.303,42895.288,-1613.18,0.03,43609.411,0,588.7270485
PART,38,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1433,578.986,16.668,1056.648,40130.123,-5646.298,0.03,35540.473,0,479.7963855
PART,28,M√É¬©decins de la fonction publique et assimil√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,5769.43,1776.632,1082.177,0,65850.742,30369.12,0.2817,65850.742,1,0
PART,73,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3817.45,4117.269,12804.351,0,91053.692,26395.03,0.3467,91053.692,1,0
PART,53,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4616.19,1184.865,238.228,12014.885,14213.548,36422.23,0.4159,25409.109,1,0
PART,22,Retrait√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3631.14,2535.933,3938.469,0,36348.37,8208.24,0.1268,36348.37,1,0
PRO,24,Commer√É¬ßants dans l'habillement et la chaussure,N_D,TUNISIA,TUNISIA,6000,5760,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,863.93,13048.646,7763.686,0,40643.199,41114.82,0.95,40519.314,1,0
PRO,71,Commer√É¬ßants (autres),N_D,TUNISIA,TUNISIA,6000,3078,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,5939.24,164017.692,14595.522,20710.299,131935.468,42940.44,0.366,150894.766,1,0
PRO,30,P√É¬™cheurs,PRIVE,TUNISIA,TUNISIA,7000,3893,AUX,GRAND PUBLIC,3 GP - PRO,5620.3,1738.696,343.867,2648.702,11325.008,46175.14,0.4459,8303.638,1,0
PART,40,"Agents d'accueil, de s√É¬©curit√É¬© et de nettoyage",PUBLIC,TUNISIA,TUNISIA,7000,6164,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4401.71,1198.208,536.677,0,11276.991,39704.14,0.4708,11260.474,1,0
PART,65,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4571.18,1182.824,0,5066.741,19377.05,6985.93,0.0978,23304.918,1,0
PART,31,"Agents d'accueil, de s√É¬©curit√É¬© et de nettoyage",PUBLIC,TUNISIA,TUNISIA,7000,6164,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3130.8,1198.208,536.677,0,11276.991,47875.97,0.8014,11260.474,1,0
PART,51,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3756.04,2589.028,0,0,61216.451,46060.86,0.6272,60091.78,1,0
PART,65,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,3567,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,4125.03,18262.787,5793.66,16933.298,9132.628,25577.72,0.3433,26065.926,1,0
PRO,53,Avocats,N_D,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,3 PL,4000,3577.772,0,18974.993,172425.869,-2449.575,0.03,188951.287,0,2550.842375
PART,63,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,1271,66337.957,3836.571,18423.674,33803.896,-9851.093,0.03,42376.477,0,572.0824395
PRO,48,Artisans du bois et assimil√©s,N_D,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,0,4276.569,2131.269,5426.309,31255.796,-2058.914,0.03,34623.191,0,467.4130785
PART,58,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1134,1698.538,0,0,31334.895,-173.181,0.03,31161.714,0,420.683139
PART,64,Retrait√©s,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2467.08,2535.933,3938.469,0,36348.37,0,0.03,36348.37,0,490.702995
PART,36,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1646.17,2059.05,612.736,0,58165.242,6151.19,0.2033,58165.242,1,0
PART,36,Autres cadres sup√É¬©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1441.24,3250.142,150.316,19000,15218.19,20054.24,0.7047,31322.707,1,0
PART,72,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5551.49,925.072,0,0,12429.644,10013.71,0.0963,10804.497,1,0
PART,73,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1026.61,3225.094,2074.375,5487.555,23312.635,13121.84,0.6488,28800.19,1,0
PART,32,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,5207.42,18395.136,5842.986,16475.493,160000,2909.87,0.0475,176475.493,0,2382.419156
PART,56,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2416.26,1746.641,2788.913,10392.769,75507.587,30229.21,0.6436,85844.626,1,0
TRE,64,Hauts fonctionnaires de l'administration publique,PUBLIC,TUNISIA,SAUDI ARABIA,7150,4209,PRINCIPAL,TRE,1 TRE - HG,5987.07,2873.716,0,0,68383.713,40774.9,0.3659,65735.077,1,0
PART,61,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5878.81,1228.775,2135.301,3236.026,39194.701,49222.78,0.4298,39607.633,1,0
PART,64,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1692.01,1860.484,0,0,36717.88,35800.27,0.95,35318.101,1,0
PART,42,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4343.88,2266.721,2496.949,0,36690.281,38187.77,0.4662,36690.281,1,0
PRO,73,P√É¬™cheurs,PRIVE,TUNISIA,TUNISIA,7000,3893,AUX,GRAND PUBLIC,3 GP - PRO,1325.57,1738.696,343.867,2648.702,11325.008,25936.44,0.95,8303.638,1,0
PART,59,Retrait√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,951.38,4317.223,339.903,6553.769,26879.527,8562.12,0.4568,30945.337,1,0
PRO,47,Artisans (autres),N_D,TUNISIA,TUNISIA,7000,5803,AUX,CLASSE MOYENNE,3 CM - PRO,3585.43,2382.527,312.347,21525.418,40250.233,27619.21,0.4091,61775.651,1,0
PART,44,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2905.21,1324.377,47.715,0,58017.922,49960.36,0.8925,57450.727,1,0
PART,61,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3445.51,3492.486,9924.779,0,15822.052,24251.88,0.3856,15822.052,1,0
PART,30,Retrait√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3883.05,1992.05,1603.873,3288.485,12160.911,1851.96,0.0495,15449.396,0,208.566846
PART,44,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3497.11,1073.534,76.691,8886.694,13936.678,1631.6,0.0459,22264.98,0,300.57723
PART,53,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,6333,AUX,GRAND PUBLIC,1 GP - ACTIFS,4401.54,569.712,817.538,759.809,23758.827,11594.1,0.1667,20669.621,1,0
PART,32,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,5699,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4186.01,1766.608,10.724,0,64783.167,39071.56,0.4747,62987.73,1,0
PRO,26,Commer√É¬ßants (autres),PRIVE,TUNISIA,TUNISIA,7000,5803,AUX,CLASSE MOYENNE,3 CM - PRO,1435.47,2153.572,4936.204,34956.856,56028.284,18530.43,0.6805,88220.799,1,0
PART,47,Cadres moyens des services administratifs et financiers,PRIVE,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3561.69,5336.278,0,28505.191,140040.912,15792.74,0.2219,168432,1,0
PART,54,Dirigeants et g√É¬©rants dans les services,PRIVE,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2145.5,38390.109,755.432,0,50329.61,16380.16,0.4027,39024.312,1,0
TRE,62,Autres cadres sup√É¬©rieurs,PRIVE,TUNISIA,FRANCE,7150,3078,PRINCIPAL,TRE,1 TRE - HG,3930.5,2347.252,14.927,0,14333.853,44566.65,0.6032,13850.377,1,0
TRE,71,Techniciens (autres),PRIVE,TUNISIA,SAUDI ARABIA,7150,3649,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,2952.57,16661.9467,42212.63775,10128.883,188723.466,4599.96,0.1038,192775.772,1,0
PART,23,Retrait√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,3959.89,11379.667,5095.846,57157.834,41542.712,33653.89,0.449,98529.157,1,0
PART,59,Autres cadres sup√É¬©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4365.37,2091.474,230.044,0,90922.447,25177.5,0.3257,89205.101,1,0
PART,36,Retrait√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4566.48,4317.223,339.903,6553.769,26879.527,42836.62,0.5085,30945.337,1,0
PART,48,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4439.65,1526.433,0,0,35575.911,47034.6,0.5416,34060.865,1,0
PART,69,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5112.05,1920.387,17.883,700.578,58620.267,33569.05,0.3667,58178.063,1,0
PART,71,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,5699,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5666.63,1116.75,3.104,2435.836,33641.48,8377.12,0.0771,34308.092,1,0
PART,68,Autres cadres sup√É¬©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3810.61,5351.857,10842.588,67468.919,12398.488,26856.22,0.3573,79309.628,1,0
PRO,67,Artisans (autres),N_D,TUNISIA,TUNISIA,7000,5803,AUX,CLASSE MOYENNE,3 CM - PRO,2860.9,2382.527,312.347,21525.418,40250.233,19861.27,0.3748,61775.651,1,0
PART,47,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5069.76,3689.828,11074.026,5277.08,16241.579,49038.13,0.5191,21518.659,1,0
PART,74,Autres cadres sup√É¬©rieurs,PRIVE,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,2349.53,10312.145,9103.591,42209.596,98400.476,31158.42,0.695,135972.939,1,0
PRO,30,Artisans du bois et assimil√É¬©s,N_D,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,1499.55,9084.741,64.885,21256.179,33803.896,28320.99,0.9467,52424.96,1,0
PART,66,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1470.52,1899.772,0,0,49374.099,30979.46,0.95,47934.202,1,0
PART,20,Employ√É¬©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,6162,AUX,GRAND PUBLIC,1 GP - ACTIFS,1026.55,354.395,309.992,0,15450.754,29727.94,0.95,15450.754,1,0
PART,44,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2106,2388.203,0,8823.57,62481.289,-289.448,0.03,71015.411,0,958.7080485
PART,66,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4096,5351.857,10842.588,67468.919,12398.488,-557.779,0.03,79309.628,0,1070.679978
PART,40,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1360,2164.831,761.126,0,26261.923,0,0.03,26261.923,0,354.5359605
PART,53,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4482,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1036,674.489,1473.543,0,37574.648,-1327.435,0.03,36247.213,0,489.3373755
PART,59,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TUNISIA,7000,4444,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,3994,3119.476,17193.912,0,119880.488,0,0.03,119880.488,0,1618.386588
PART,57,Cadres moyens dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3022.18,4227.292,3599.819,4052.868,91090.431,13856.19,0.2564,93153.659,1,0
PART,46,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4217,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2048.48,2638.289,3766.958,0,59515.188,23072.78,0.5679,59515.188,1,0
PART,22,Retrait√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5536.72,2707.854,0,4919.517,25026.708,28808.62,0.2606,26721.253,1,0
PART,34,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2772.15,1512.143,92.353,5081.514,51898.353,30929.7,0.5761,55683.367,1,0
PART,21,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1885.05,3331.948,75.804,8775.223,21385.927,22457.17,0.6097,28855.651,1,0
PRO,38,Architectes et urbanistes,N_D,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,3 PL,924.63,17007.315,6883.09,0,197004.621,37462.24,0.95,197004.621,1,0
PART,38,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4901.74,1934.946,0,2831.208,33898.854,32505.83,0.3502,34412.809,1,0
PART,29,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3996,1957.933,71802.013,0,46773.264,19185.28,0.2784,46773.264,1,0
PART,48,Cadres moyens dans les autres services,PUBLIC,TUNISIA,TUNISIA,7000,6164,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2297.93,3985.654,1070.881,27676.793,50069.375,10351.06,0.2461,77746.168,1,0
PART,46,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,862.45,1473.532,5924.459,4423.434,16571.036,2193.75,0.1587,20994.47,1,0
PART,68,Ing√É¬©nieurs,PRIVE,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4964.32,6331.104,20643.343,0,62583.944,38197.53,0.405,62583.944,1,0
PART,37,Cadres sup√É¬©rieurs dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3047.46,2820.475,1174.91,0,6794.696,3557.26,0.0646,6028.936,1,0
PART,52,Retrait√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,974.16,2707.854,0,4919.517,25026.708,41917.19,0.95,26721.253,1,0
PRO,44,Artisans (autres),N_D,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,3126.5,7485.484,48059.794,1860.038,6953.035,25414.23,0.4153,8813.073,1,0
PART,56,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,5699,AUX,GRAND PUBLIC,1 GP - ACTIFS,2000,9941.708,769.377,0,660.66,0,0.03,660.66,0,8.91891
PART,37,Sp√©cialistes scientifiques,PRIVE,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,2000,10410.936,10253.949,0,12234.396,0,0.03,12234.396,0,165.164346
PART,49,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1182,573.805,15.905,0,48428.952,-5379.149,0.03,43049.803,0,581.1723405
PART,44,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1206,1582.849,47.406,0,15795.827,-2495.607,0.03,13300.22,0,179.55297
PART,50,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1766,3049.31,0,10333.788,39877.284,-335.539,0.03,49875.533,0,673.3196955
TRE,42,Hauts fonctionnaires de l'administration publique,PUBLIC,TUNISIA,SAUDI ARABIA,7150,4209,PRINCIPAL,TRE,1 TRE - HG,8000,2873.716,0,0,68383.713,-2648.636,0.03,65735.077,0,887.4235395
PART,38,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,6333,PRINCIPAL,GRAND PUBLIC,1 GP - ACTIFS,2793,659.666,3917.189,0,35763.648,-531.096,0.03,35232.552,0,475.639452
PART,35,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,5699,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1391,1959.372,0,0,43979.841,-32.924,0.03,43946.917,0,593.2833795
PART,37,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1350,1228.775,2135.301,3236.026,39194.701,-2823.094,0.03,39607.633,0,534.7030455
PART,54,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5699,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,3000,1532.396,19.638,4669.68,15504.204,-247.346,0.03,19926.538,0,269.008263
PRO,44,Artisans du cuir et de la chaussure,N_D,TUNISIA,TUNISIA,7000,6333,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,,729.395,79.567,0,18222.522,0,0.03,18222.522,0,246.004047
PART,57,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1329,1280.103,146.534,0,48822.66,-964.253,0.03,47858.407,0,646.0884945
PART,45,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TUNISIA,7000,3859,PRINCIPAL,HAUT DE GAMME,3 PL,2500,2569.865,989.199,3332.568,76268.4,0,0.03,79600.968,0,1074.613068
PART,68,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3000,4490.904,79308.142,0,54917.788,-357.74,0.03,54560.048,0,736.560648
PART,33,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,0,38763.392,202763.058,9045.859,242350.357,-14156.062,0.03,237240.154,0,3202.742079
PART,44,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,716,2101.342,597.282,0,18655.759,-71.4,0.03,18584.359,0,250.8888465
PART,47,Enseignants universitaires,PUBLIC,TUNISIA,TUNISIA,7000,4444,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2224,4374.816,4430.632,12180.667,108808.427,-34.53,0.03,120954.564,0,1632.886614
PRO,53,Autres prestataires de service,PRIVE,TUNISIA,TUNISIA,7000,,AUX,GRAND PUBLIC,3 GP - PRO,1500,1781.024,9472.756,889.828,49234.496,0,0.03,50124.324,0,676.678374
PART,67,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1407,1641.107,1160.501,0,32869.092,0,0.03,32869.092,0,443.732742
PRO,48,Commer√ßants dans l'entretien et r√©paration,N_D,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,5200,12049.465,22.997,0,84289.573,-1461.862,0.03,82827.711,0,1118.174099
PART,41,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2331,3478.285,0,0,69921.864,-3650.629,0.03,66271.235,0,894.6616725
PART,53,Cadres sup√©rieurs des services administratifs et financiers,PRIVE,TUNISIA,TUNISIA,7000,4209,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2096,7304.276,8846.174,0,43878.748,0,0.03,43878.748,0,592.363098
PART,40,Ing√©nieurs,PRIVE,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,980,6331.104,20643.343,0,62583.944,0,0.03,62583.944,0,844.883244
PART,35,Dirigeants et g√©rants dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,3500,15814.595,20308.742,28237.482,141137.409,-9672.872,0.03,159702.019,0,2155.977257
PART,52,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,5699,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1051,1116.75,3.104,2435.836,33641.48,-1769.224,0.03,34308.092,0,463.159242
PRO,53,Commer√ßants dans l'alimentation g√©n√©rale,PRIVE,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,2000,2205.437,128.286,0,36185.48,0,0.03,36185.48,0,488.50398
PART,34,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,5699,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1569,1781.815,1115.119,0,63388.818,-931.556,0.03,62457.262,0,843.173037
PART,34,Forces Arm√©es,PUBLIC,TUNISIA,TUNISIA,7000,5699,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1469,1458.605,0,0,44579.284,-1489.81,0.03,43089.474,0,581.707899
PART,57,Cadres sup√©rieurs des services administratifs et financiers,PRIVE,TUNISIA,TUNISIA,7000,4444,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,2500,6511.763,10429.372,0,233057.642,0,0.03,233057.642,0,3146.278167
PART,39,Cadres moyens dans l'administration publique,PRIVE,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1977,1237.433,8586.736,0,64346.324,0,0.03,64346.324,0,868.675374
